number,name,correct_user,submission_cnt,correct_rate,level,avg_try
11404,플로이드,6502,23510,42.394,12,2.36
11405,책 구매하기,451,1199,61.951,17,1.61
11406,책 구매하기 2,231,461,66.189,17,1.51
11407,책 구매하기 3,281,603,59.034,17,1.69
11408,열혈강호 5,546,1635,57.656000000000006,18,1.73
11409,열혈강호 6,363,644,77.89699999999999,18,1.28
11410,칙칙폭폭,90,236,53.254,20,1.88
11414,LCM,80,491,23.324,15,4.29
11423,Primes,38,149,35.849000000000004,10,2.79
11437,LCA,2631,10041,43.792,13,2.28
11438,LCA 2,3000,17054,32.888000000000005,16,3.04
11439,이항 계수 5,186,673,43.357,17,2.31
11440,피보나치 수의 제곱의 합,239,472,67.324,14,1.49
11441,합 구하기,1788,4335,51.159,8,1.95
11442,홀수번째 피보나치 수의 합,245,410,74.695,14,1.34
11443,짝수번째 피보나치 수의 합,254,850,49.225,14,2.03
11444,피보나치 수 6,1383,3209,57.577,13,1.74
11448,Ga,27,50,67.5,6,1.48
11451,팩맨,107,527,33.438,13,2.99
11452,Risk,5,5,100.0,19,1.0
11466,Alex Origami Squares,229,652,42.173,2,2.37
11467,Black and White,28,51,56.0,13,1.79
11469,Distribution in Metagonia,23,39,74.194,18,1.35
11470,Easy Arithmetic,23,51,51.111000000000004,8,1.96
11473,Hash Code Hacker,21,34,65.625,13,1.52
11474,Insider’s Information,11,34,35.484,23,2.82
11475,Journey to the “The World’s Start”,23,66,38.333,20,2.61
11476,Kingdom Trip,7,35,29.166999999999998,26,3.43
11477,Lucky Chances,23,27,92.0,6,1.09
11478,서로 다른 부분 문자열의 개수,668,1832,55.07,8,1.82
11479,서로 다른 부분 문자열의 개수 2,250,960,42.373000000000005,18,2.36
11493,동전 교환,190,1195,28.274,19,3.54
11495,격자 0 만들기,361,2039,28.493000000000002,19,3.51
11497,통나무 건너뛰기,1407,3007,60.257,10,1.66
11499,Path,47,350,18.8,19,5.32
11500,Polynomial,40,104,52.632,17,1.9
11501,주식,970,3992,33.821,9,2.96
11502,세 개의 소수 문제,988,2072,59.02,8,1.69
11503,Tree Edit,40,129,43.478,21,2.3
11504,돌려 돌려 돌림판!,601,1434,51.455,5,1.94
11505,구간 곱 구하기,2143,8508,33.727,15,2.97
11508,2+1 세일,777,1627,59.132,8,1.69
11509,풍선 맞추기,564,2028,39.746,10,2.52
11510,TOPOVI,29,64,59.184,19,1.69
11511,RELATIVNOST,33,165,21.711,21,4.61
11516,Interpreter,3,7,42.857,20,2.33
11517,Positive Con Sequences,35,179,26.316,4,3.8
11518,Morse,17,22,80.952,5,1.24
11524,Immortal Porpoises,59,80,88.06,13,1.14
11536,줄 세우기,433,621,77.321,6,1.29
11542,Blood groups,17,47,39.535,20,2.53
11543,Cake cut,12,23,54.545,18,1.83
11546,Fence the vegetables fail,13,44,30.233,17,3.31
11547,Galactic taxes,14,51,43.75,18,2.29
11549,Identifying tea,729,874,89.66799999999999,2,1.12
11551,Keep it energized,14,27,53.846000000000004,18,1.86
11553,Pyramid Base 3,11,38,37.931,26,2.64
11555,CLARKSON,32,126,32.323,21,3.09
11557,Yangjojang of The Year,1934,2842,77.733,6,1.29
11558,The Game of Death,330,983,41.045,7,2.44
11559,Puyo Puyo,3373,12745,35.795,11,2.79
11560,다항식 게임,153,444,40.052,13,2.5
11561,징검다리,300,1463,29.268,8,3.42
11562,백양로 브레이크,643,1531,52.576,12,1.9
11563,연돌이와 고잠녀,176,889,26.666999999999998,16,3.75
11565,바이너리 게임,114,370,37.376999999999995,12,2.68
11568,민균이의 계략,779,1674,56.943999999999996,10,1.76
11569,신호등,26,220,16.774,16,5.96
11570,환상의 듀엣,268,584,59.161,16,1.69
11571,분수를 소수로,156,618,40.838,11,2.45
11572,확률 실험,30,107,37.037,15,2.7
11573,몬스터,45,94,54.217,15,1.84
11574,CYK의 너무너무 재밌는 그래프 만들기 놀이,30,62,65.217,16,1.53
11575,Affine Cipher,846,1668,65.991,4,1.52
11576,Base Conversion,2408,5087,57.815,6,1.73
11577,Condition of deep sleep,182,798,43.437,13,2.3
11578,팀원 모집,245,864,39.263000000000005,11,2.55
11580,Footprint,341,766,52.542,5,1.9
11583,인경호의 징검다리,83,439,29.329,12,3.41
11584,저 집합은 해로운 집합이다,41,162,45.055,14,2.22
11585,속타는 저녁 메뉴,522,2089,34.095,16,2.94
11586,지영 공주님의 마법 거울,1464,2348,68.992,5,1.45
11588,GEPPETTO,46,60,83.63600000000001,9,1.2
11589,ARTUR,24,134,20.0,18,5.0
11591,VUDU,55,161,49.55,18,2.02
11593,Airports,15,63,24.59,18,4.07
11597,Excellence,98,173,64.90100000000001,6,1.54
11598,Falling Blocks,4,21,44.443999999999996,23,2.25
11599,Racing Gems,14,35,40.0,16,2.5
11600,Hilbert Sort,12,27,46.153999999999996,14,2.17
11607,Grid,45,72,67.164,11,1.49
11609,Class Time,86,169,58.503,6,1.71
11611,Blur,17,34,62.963,10,1.59
11613,ASCII Addition,78,140,59.542,11,1.68
11614,Book Borders,50,104,62.5,16,1.6
11615,Cow Confinement,6,16,37.5,28,2.67
11616,Digit Division,73,187,48.026,13,2.08
11617,Export Estimate,29,62,58.0,21,1.72
11618,Frightful Formula,30,107,40.541,21,2.47
11619,Greenhouse Growth,10,48,23.256,24,4.3
11620,Hovering Hornet,19,70,41.303999999999995,17,2.42
11621,Ice Igloos,19,154,19.0,19,5.26
11622,Juice Junctions,16,39,51.613,22,1.94
11623,Kernel Knights,49,184,32.025999999999996,16,3.12
11624,Looping Labyrinth,11,53,25.581,26,3.91
11626,Physical Music,17,47,44.736999999999995,15,2.24
11635,Wipe Your Whiteboards,41,172,35.043,17,2.85
11636,Stand on Zanzibar,47,56,97.917,4,1.02
11637,인기 투표,595,1222,54.839,6,1.82
11645,"I’ve Been Everywhere, Man",41,60,91.111,7,1.1
11648,지속,548,756,80.352,4,1.24
11649,Xedni Drawkcab,19,35,73.077,6,1.37
11650,좌표 정렬하기,15426,41767,48.678999999999995,6,2.05
11651,좌표 정렬하기 2,12277,21588,69.32600000000001,6,1.44
11652,카드,3867,18865,28.031999999999996,7,3.57
11653,소인수분해,10732,25036,53.606,7,1.87
11654,아스키 코드,37360,52022,81.304,1,1.23
11655,ROT13,5199,9744,62.518,5,1.6
11656,접미사 배열,5616,10393,67.908,7,1.47
11657,타임머신,2225,28224,18.385,12,5.44
11658,구간 합 구하기 3,819,3491,36.079,16,2.77
11659,구간 합 구하기 4,5723,14698,50.206,8,1.99
11660,구간 합 구하기 5,4011,9346,53.21,10,1.88
11661,해의 개수,47,465,16.968,19,5.89
11662,민호와 강호,232,774,44.023,10,2.27
11663,선분 위의 점,82,283,44.565,8,2.24
11664,선분과 점,175,435,54.858999999999995,8,1.82
11666,워크스테이션 배정,85,215,51.205,13,1.95
11667,생산성 향상,18,93,26.471,23,3.78
11668,파이프 청소,91,294,34.601,18,2.89
11669,Debugging,55,215,29.891,18,3.35
11670,초등 수학,119,372,39.404,17,2.54
11672,Guessing Camels,43,138,38.393,19,2.6
11673,Hole in One,11,59,22.916999999999998,19,4.36
11674,Identifying Map Tiles,141,174,87.037,7,1.15
11675,Jumbled Communication,80,120,76.923,6,1.3
11676,Kitchen Combinatorics,40,172,35.088,14,2.85
11677,Promotions,35,106,54.688,18,1.83
11678,Black Vienna,23,50,62.162,19,1.61
11679,Canvas Painting,28,60,54.902,12,1.82
11681,Wooden Signs,17,24,77.273,21,1.29
11682,Landscaping,18,43,47.368,20,2.11
11683,Game of Cards,20,44,48.78,18,2.05
11686,Saint John Festival,25,65,49.02,19,2.04
11687,팩토리얼 0의 개수,192,675,46.043,10,2.18
11688,최소공배수 찾기,49,174,38.889,12,2.57
11689,"GCD(n, k) = 1",957,3940,34.510999999999996,16,2.9
11690,"LCM(1, 2, ..., n)",117,431,43.173,11,2.32
11691,"LCM(i, j)",38,140,51.351000000000006,21,1.95
11692,시그마 함수,36,95,57.143,13,1.75
11693,n^m의 약수의 합,59,396,30.101999999999997,14,3.32
11694,님 게임,143,631,34.878,18,2.87
11695,표 게임,46,113,52.273,17,1.91
11706,Balanced Paths,11,20,61.111000000000004,22,1.7
11714,Midpoint,8,68,47.059,27,2.29
11717,Wall Making Game,26,39,66.667,19,1.52
11718,그대로 출력하기,26915,145574,26.469,3,3.78
11719,그대로 출력하기 2,23372,50639,57.791000000000004,5,1.73
11720,숫자의 합,40659,94143,52.04,4,1.92
11721,열 개씩 끊어 출력하기,24083,54172,52.168,4,1.92
11722,가장 긴 감소하는 부분 수열,8071,15780,64.066,9,1.56
11723,집합,6386,29748,30.151,6,3.32
11724,연결 요소의 개수,12771,40639,45.18600000000001,9,2.21
11725,트리의 부모 찾기,6345,20020,43.361000000000004,9,2.31
11726,2×n 타일링,21149,77977,34.887,8,2.87
11727,2×n 타일링 2,15862,33458,59.373000000000005,8,1.68
11728,배열 합치기,4210,14693,44.093,6,2.27
11729,하노이 탑 이동 순서,12448,32799,48.716,9,2.05
11735,정산소,70,186,46.358000000000004,12,2.16
11736,Binary vs Decimal,17,58,47.222,23,2.12
11737,Cactus Jubilee,12,46,27.906999999999996,22,3.58
11738,Distance on Triangulation,16,87,21.918000000000003,25,4.56
11739,Easy Problemset,41,53,82.0,6,1.22
11740,Froggy Ford,20,53,44.443999999999996,16,2.25
11742,Hypercube,11,39,40.741,25,2.45
11743,Iceberg Orders,8,153,12.120999999999999,25,8.25
11744,Jump,2,2,100.0,17,1.0
11745,King’s Inspection,18,186,13.433,20,7.44
11746,Landscape Improved,18,36,75.0,17,1.33
11747,수열,100,163,67.568,8,1.48
11748,Squeeze the Cylinders,41,59,75.926,12,1.32
11749,형제 게임,37,160,27.82,17,3.59
11750,Wall Clocks,30,57,58.824,19,1.7
11751,Bringing Order to Disorder,24,51,75.0,19,1.33
11752,Deadlock Detection,13,59,31.706999999999997,17,3.15
11753,알파카 문장,39,79,52.0,20,1.92
11755,Routing a Marathon Race,24,53,46.153999999999996,23,2.17
11756,Post Office Investigation,8,12,72.727,23,1.38
11757,Min-Max Distance Game,14,31,53.846000000000004,26,1.86
11758,CCW,3496,6344,69.628,11,1.44
11760,Mastering Mastermind,53,171,38.686,4,2.58
11761,Shuffling Along,31,50,70.455,10,1.42
11764,Delete This!,1,4,100.0,17,1.0
11766,Rings,28,103,30.769000000000002,14,3.25
11767,Squawk Virus,24,60,46.153999999999996,16,2.17
11768,Transportation Delegation,14,55,46.667,19,2.14
11769,Tray Bien,8,9,88.889,13,1.13
11771,What’s on the Grille?,35,100,60.345,5,1.66
11772,POT,519,656,84.943,3,1.18
11773,ESEJ,57,144,52.778,6,1.89
11776,NEKAMELEONI,32,133,32.323,23,3.09
11778,피보나치 수와 최대공약수,413,1622,37.821,14,2.64
11779,최소비용 구하기 2,2025,7066,43.195,13,2.32
11780,플로이드 2,822,1960,57.321999999999996,13,1.74
11781,퇴근 시간,137,1871,12.697000000000001,14,7.88
11784,Hex Code,184,339,67.153,7,1.49
11793,Sunlight on a Tree,4,17,25.0,27,4.0
11795,Donation Packaging,140,154,94.595,3,1.06
11800,Tawla,382,742,56.176,3,1.78
11808,마리오와 사악한 키노피오,28,236,16.97,22,5.89
11812,K진 트리,646,3342,25.944000000000003,13,3.85
11813,GALAKSIJA,24,81,45.283,21,2.21
11815,짝수? 홀수?,229,935,35.836999999999996,4,2.79
11816,"8진수, 10진수, 16진수",1971,3218,70.82300000000001,4,1.41
11819,The Shortest does not Mean the Simplest,69,411,33.173,11,3.01
11823,Frodo and the Monster,3,18,27.273000000000003,16,3.67
11834,홀짝,10,28,45.455,12,2.2
11835,Skyline,17,30,73.913,15,1.35
11840,XOR,16,53,59.25899999999999,20,1.69
11841,Biochips,11,146,44.0,20,2.27
11843,Monkey and Apple-trees,8,9,100.0,19,1.0
11851,Luxury burrow,16,30,53.333,18,1.88
11852,Round words,39,183,38.614000000000004,26,2.59
11854,Divide and conquer,17,40,45.946000000000005,18,2.18
11856,Shymbulak,10,22,50.0,22,2.0
11858,K blocks,16,58,32.0,21,3.13
11866,요세푸스 문제 0,9138,18508,58.1,7,1.72
11867,박스 나누기 게임,152,329,58.238,10,1.72
11868,님 게임 2,302,403,85.311,17,1.17
11869,님블,119,147,92.969,17,1.08
11871,님 게임 홀짝,101,168,66.013,17,1.51
11872,님 게임 나누기,73,137,64.035,17,1.56
11873,최대 직사각형,184,687,46.93899999999999,17,2.13
11874,ZAMKA,221,306,74.915,3,1.33
11877,홍수,96,240,48.731,12,2.05
11880,개미,244,828,35.007,4,2.86
11881,지우개,98,403,37.262,12,2.68
11882,괄호 채우기,16,94,39.024,20,2.56
11883,생일수 I,43,178,32.330999999999996,14,3.09
11895,속이기,87,141,73.109,8,1.37
11896,다각형,103,397,34.106,4,2.93
11897,간선 파괴,48,248,27.273000000000003,20,3.67
11900,차이 그래프,19,59,39.583,14,2.53
11908,카드,149,215,76.804,3,1.3
11909,배열 탈출,94,265,48.205,11,2.07
11912,격자 보존하기,25,108,25.253,15,3.96
11917,이상한 수열,37,127,30.579,14,3.27
11918,정전,27,72,41.538000000000004,12,2.41
11920,버블 정렬,68,630,36.17,18,2.76
11921,0.1,538,7392,12.594000000000001,3,7.94
11930,Smallest Enclosing Sphere,64,385,27.706,21,3.61
11931,수 정렬하기 4,2450,5840,55.657,6,1.8
11932,트리와 K번째 수,172,1067,23.465,21,4.26
11933,공장들,43,215,29.054000000000002,23,3.44
11934,Fortune Telling 2,56,167,39.716,22,2.52
11935,Space Pirate,3,19,42.857,30,2.33
11936,이주 계획 세우기 1,6,19,42.857,16,2.33
11937,이주 계획 세우기 2,5,14,38.461999999999996,19,2.6
11941,핀볼,44,111,44.898,22,2.23
11942,고려대는 사랑입니다,6508,8616,83.54299999999999,1,1.2
11943,파일 옮기기,2727,4406,68.812,2,1.45
11944,NN,1451,4248,39.939,4,2.5
11945,뜨거운 붕어빵,2008,4056,61.369,4,1.63
11946,ACM-ICPC,284,1281,28.090999999999998,6,3.56
11947,이런 반전이,542,2303,32.014,6,3.12
11948,과목선택,1678,2246,80.712,2,1.24
11949,번호표 교환,249,286,93.962,4,1.06
11950,2016 IOI,189,341,66.084,12,1.51
11952,좀비,145,570,37.859,15,2.64
11953,쇼핑,14,35,70.0,20,1.43
11954,NIZOVI,124,325,51.24,12,1.95
11955,PROZOR,50,98,64.935,8,1.54
11956,OZLJEDA,32,119,29.358,16,3.41
11957,OTPOR,24,41,72.727,13,1.38
11960,Max Flow,56,174,45.902,17,2.18
11961,High Card Low Card (Platinum),37,83,52.857,21,1.89
11962,Counting Haybales,75,264,37.129,18,2.69
11963,High Card Low Card (Gold),94,227,45.411,12,2.2
11964,Fruit Feast,135,344,45.608000000000004,12,2.19
11965,Bessie's Dream,94,811,18.54,13,5.39
11966,2의 제곱인가?,1946,3754,62.592,3,1.6
11967,불켜기,623,3363,25.659000000000002,12,3.9
11968,High Card Wins,152,358,51.701,10,1.93
11969,Breed Counting,405,641,72.321,8,1.38
11970,Fence Painting,464,1096,48.333,3,2.07
11971,속도 위반,345,750,51.647,6,1.94
11972,Contaminated Milk,106,419,32.121,5,3.11
11973,Angry Cows (Silver),144,280,60.504,9,1.65
11974,Subsequences Summing to Sevens,135,421,43.68899999999999,11,2.29
11975,Build Gates,73,164,57.937,12,1.73
11977,Angry Cows (Bronze),114,279,48.718,8,2.05
11978,Mowing the Field (Bronze),85,344,39.171,8,2.55
11979,Fort Moo,25,49,54.348,14,1.84
11982,Angry Cows (Gold),34,168,34.343,20,2.91
11983,Radio Contact,59,126,53.636,16,1.86
11984,Lights Out (Gold),13,51,48.148,15,2.08
11985,오렌지 출하,153,354,53.125,11,1.88
11990,Load Balancing (Platinum),35,155,30.435,20,3.29
11991,Fenced In (Platinum),56,106,63.636,19,1.57
11992,Circular Barn (Platinum),38,98,45.238,21,2.21
11993,Circular Barn (Gold),61,166,52.137,15,1.92
11994,Circular Barn Revisited,51,145,43.966,16,2.27
11995,Fenced In (Gold),74,189,47.13399999999999,14,2.12
11997,Load Balancing (Silver),145,498,44.479,12,2.25
11998,Milk Pails (Silver),81,270,37.85,11,2.64
11999,Milk Pails (Bronze),261,446,64.764,7,1.54
12000,Circular Barn (Bronze),192,365,54.701,6,1.83
12001,Load Balancing (Bronze),145,497,38.77,5,2.58
12002,Field Reduction (Silver),46,102,52.273,13,1.91
12003,Diamond Collector (Silver),80,222,49.383,16,2.03
12004,Closing the Farm (Silver),95,154,71.97,13,1.39
12005,Diamond Collector (Bronze),225,503,49.02,5,2.04
12006,Bull in a China Shop (Bronze),18,39,54.545,12,1.83
12007,Field Reduction (Bronze),77,200,47.239,10,2.12
12008,262144,126,359,55.263000000000005,19,1.81
12011,Splitting the Field,66,249,35.106,15,2.85
12012,Closing the Farm (Gold),116,202,72.956,16,1.37
12013,248 게임,137,479,44.918,15,2.23
12014,주식,184,691,42.494,13,2.35
12015,가장 긴 증가하는 부분 수열 2,4120,13673,45.11600000000001,14,2.22
12016,라운드 로빈 스케줄러,209,766,44.18600000000001,18,2.26
12017,CIRCUS,12,70,27.273000000000003,24,3.67
12018,Yonsei TOTO,547,1858,35.359,8,2.83
12019,동아리방 청소!,112,498,37.584,15,2.66
12020,LU 분해,29,134,35.366,17,2.83
12021,보물 찾기,182,446,53.372,9,1.87
12022,짝,25,102,48.077,20,2.08
12023,연세대학교 포인트 게임,15,77,25.0,23,4.0
12024,사각형 찾기,64,249,45.39,14,2.2
12025,장난꾸러기 영훈,162,567,38.389,11,2.6
12026,BOJ 거리,435,863,62.5,10,1.6
12037,Polynesiaglot (Small1),42,54,84.0,5,1.19
12038,Polynesiaglot (Small2),34,49,73.913,8,1.35
12039,Polynesiaglot (Large),30,43,71.429,10,1.4
12050,Dynamic Grid (Small),18,23,78.26100000000001,9,1.28
12051,Dynamic Grid (Large),16,17,94.118,9,1.06
12054,IP Address Summarization (Small),7,10,77.778,9,1.29
12055,IP Address Summarization (Large),6,14,66.667,13,1.5
12084,Captain Hammer (Small),10,39,50.0,6,2.0
12094,2048 (Hard),227,3302,13.857999999999999,16,7.22
12095,가장 오래 걸리는 스도쿠,145,1334,17.968,4,5.57
12099,점심메뉴,36,126,50.70399999999999,13,1.97
12100,2048 (Easy),6593,43459,24.497,14,4.08
12101,"1, 2, 3 더하기 2",602,1097,64.523,10,1.55
12102,종이 접기 2,18,87,26.866,13,3.72
12103,짝합 수열,29,121,55.769,12,1.79
12104,순환 순열,145,376,54.924,16,1.82
12105,123456789 찾기,35,71,58.333,15,1.71
12106,부분 문자열의 개수,34,115,48.571000000000005,19,2.06
12107,약수 지우기 게임 1,123,272,59.42,12,1.68
12108,약수 지우기 게임 2,13,44,46.428999999999995,19,2.15
12116,Uzastopni,47,126,52.222,12,1.91
12120,Campinatorics (Large),8,17,80.0,20,1.25
12121,Pretty Good Proportion (Small),11,17,73.333,8,1.36
12122,Pretty Good Proportion (Large),10,16,71.429,20,1.4
12146,Drum Decorator (Large),11,35,61.111000000000004,21,1.64
12157,Hiking Deer (Small1),8,12,66.667,14,1.5
12163,Haircut (Large),19,25,76.0,12,1.32
12164,Logging (Small),13,32,61.905,17,1.62
12165,Logging (Large),10,93,19.608,19,5.1
12170,Dijkstra (Small),21,46,77.778,12,1.29
12171,Dijkstra (Large),21,56,45.652,15,2.19
12174,#include <Google I/O.h>,194,281,80.498,4,1.24
12179,Power Levels (Large),14,21,82.353,10,1.21
12180,Googlander (Small),16,32,72.727,5,1.38
12181,Googlander (Large),13,23,65.0,10,1.54
12192,Taking Metro (Small),4,6,66.667,15,1.5
12193,Taking Metro (Large),4,11,36.364000000000004,15,2.75
12198,Password Attacker (Small),16,19,88.889,5,1.13
12199,Password Attacker (Large),12,25,85.714,13,1.17
12205,Parentheses Order (Large),9,25,36.0,16,2.78
12220,Paradox Sort (Small),11,24,55.0,9,1.82
12221,Paradox Sort (Large),11,25,68.75,22,1.45
12231,Crime House (Large),3,13,37.5,25,2.67
12234,Data Packing (Small),28,61,59.574,6,1.68
12235,Data Packing (Large),29,46,64.444,8,1.55
12241,Trie Sharding (Large),1,1,100.0,23,1.0
12263,Minesweeper Master (Large),6,25,30.0,17,3.33
12264,Deceitful War (Small),12,13,92.30799999999999,15,1.08
12265,Deceitful War (Large),12,12,100.0,15,1.0
12266,Sudoku Checker (Small),27,61,62.791000000000004,7,1.59
12267,Sudoku Checker (Large),25,38,71.429,8,1.4
12276,Read Phone Number (Small),12,17,85.714,7,1.17
12277,Read Phone Number (Large),11,18,73.333,7,1.36
12280,Sorting (Small),34,50,75.556,6,1.32
12281,Sorting (Large),31,38,81.579,7,1.23
12287,Bad Horse (Small2),33,49,76.744,12,1.3
12288,Captain Hammer (Small),10,42,41.667,6,2.4
12337,Lawnmower (Small),20,26,80.0,11,1.25
12338,Lawnmower (Large),21,25,87.5,11,1.14
12343,Treasure (Large),10,29,43.478,22,2.3
12346,Captain Hammer (Small),9,32,50.0,6,2.0
12351,Hedgemony (Small),22,29,75.862,4,1.32
12352,Hedgemony (Large),21,25,91.304,4,1.1
12353,Dr. Spaceman의 특별한 알고리즘,87,207,46.277,5,2.16
12383,Diamond Inheritance (Large),9,16,60.0,12,1.67
12392,Equal Sums (Small),6,12,54.545,11,1.83
12393,Equal Sums (Large),6,70,17.143,19,5.83
12400,Speaking in Tongues (Small),267,551,54.158,4,1.85
12416,가로수 (Large),6,23,40.0,18,2.5
12426,윷놀이 (Large),4,10,40.0,21,2.5
12428,박테리아 (Large),5,14,38.461999999999996,19,2.6
12429,생존자 (Small),39,144,40.625,12,2.46
12430,생존자 (Large),39,310,31.2,15,3.21
12433,모자 쓴 아이들 (Small),2,8,50.0,16,2.0
12445,バクテリアの増殖 (Small),7,28,31.818,14,3.14
12446,バクテリアの増殖 (Large),7,14,50.0,21,2.0
12447,ワイルドカード (Small),3,67,33.333,11,3.0
12455,最高のコーヒー (Small),4,6,80.0,15,1.25
12456,모닝커피 (Large),8,62,18.605,16,5.38
12509,Bot Trust (Small),21,24,100.0,5,1.0
12512,Magicka (Large),14,20,73.684,6,1.36
12515,챔피언소트 (Small),29,44,76.316,17,1.31
12516,챔피언소트 (Large),33,66,60.0,16,1.67
12531,Vanishing Numbers (Small),8,26,36.364000000000004,7,2.75
12532,Vanishing Numbers (Large),7,18,38.889,8,2.57
12534,Battlefield (Large),5,10,55.556000000000004,15,1.8
12544,Letter Stamper (Large),2,5,50.0,22,2.0
12547,Candy Store (Small),7,16,70.0,18,1.43
12548,Candy Store (Large),5,9,83.333,22,1.2
12568,Bacteria (Large),4,14,28.570999999999998,17,3.5
12591,Fair Warning (Small),13,22,65.0,6,1.54
12592,Fair Warning (Large),12,24,54.545,6,1.83
12593,Theme Park (Small),12,12,100.0,11,1.0
12594,Theme Park (Large),9,22,47.368,14,2.11
12603,Store Credit (Small),53,58,96.36399999999999,4,1.04
12604,Store Credit (Large),46,57,83.63600000000001,5,1.2
12605,단어순서 뒤집기,570,1052,64.117,5,1.56
12607,T9 Spelling (Small),37,60,63.793,5,1.57
12608,T9 Spelling (Large),37,58,66.071,5,1.51
12609,Year of More Code Jam (Small),5,5,100.0,17,1.0
12610,Year of More Code Jam (Large),5,10,50.0,21,2.0
12615,Wi-fi Towers (Small),6,6,100.0,11,1.0
12616,Wi-fi Towers (Large),7,9,87.5,21,1.14
12621,EZ-Sokoban (Small),2,4,100.0,13,1.0
12622,EZ-Sokoban (Large),2,12,16.667,15,6.0
12626,Football Team (Large),3,6,60.0,24,1.67
12630,Crazy Rows (Large),32,51,71.111,16,1.41
12634,Stock Charts (Large),9,12,75.0,19,1.33
12640,Center of Mass (Large),0,17,0.0,7,1.0
12643,Decision Tree (Small),2,5,100.0,13,1.0
12644,Decision Tree (Large),2,4,100.0,13,1.0
12657,Watersheds (Small),16,19,88.889,8,1.13
12658,Watersheds (Large),16,20,88.889,9,1.13
12659,Welcome to Code Jam (Small),32,57,66.667,7,1.5
12660,Welcome to Code Jam (Large),32,68,54.236999999999995,10,1.84
12662,Juice (Large),26,89,52.0,19,1.92
12663,Ping Pong Balls (Small),5,5,100.0,13,1.0
12664,Ping Pong Balls (Large),3,10,30.0,22,3.33
12665,Mine Layer (Small),5,8,71.429,17,1.4
12667,Bridge Builders (Small),4,5,80.0,18,1.25
12668,Bridge Builders (Large),3,3,100.0,23,1.0
12669,The Year of Code Jam (Small),5,14,100.0,21,1.0
12670,The Year of Code Jam (Large),8,21,50.0,25,2.0
12692,Millionaire (Large),2,23,14.286,18,7.0
12705,Triangle Areas (Small),11,22,52.381,7,1.91
12706,Triangle Areas (Large),14,21,70.0,10,1.43
12713,Ugly Numbers (Small),25,88,40.983999999999995,7,2.44
12716,Increasing Speed Limits (Large),14,34,46.667,16,2.14
12720,Number Sets (Large),28,57,50.909,15,1.96
12724,Minimum Scalar Product (Large),90,233,43.269,7,2.31
12725,Milkshakes (Small),10,23,45.455,6,2.2
12727,Numbers (Small),107,276,54.315,14,1.84
12728,n제곱 계산,236,737,44.03,20,2.27
12729,Saving the Universe (Small),32,92,40.506,5,2.47
12735,Boat,52,298,31.138,23,3.21
12736,Fireworks,89,332,43.626999999999995,26,2.29
12738,가장 긴 증가하는 부분 수열 3,2235,4685,64.003,14,1.56
12739,돌림판 (Small),64,123,65.306,11,1.53
12741,쓰담쓰담,55,245,34.591,17,2.89
12742,혼합물 (Small),19,78,37.255,16,2.68
12743,혼합물 (Large),19,162,24.359,18,4.11
12744,팬케이크 쌓기,33,131,34.021,13,2.94
12745,Traffic (Small),55,149,52.885,17,1.89
12746,Traffic (Large),67,267,44.966,19,2.22
12747,색칠 공부 (Small),9,24,56.25,15,1.78
12748,색칠 공부 (Large),8,27,80.0,25,1.25
12749,Bosses,60,146,48.387,17,2.07
12750,Park,25,69,40.983999999999995,22,2.44
12752,도시들,40,119,45.977,22,2.18
12754,스왑,34,157,44.736999999999995,24,2.24
12755,수면 장애,264,971,41.379,6,2.42
12756,고급 여관,762,1515,57.163999999999994,3,1.75
12757,전설의 JBNU,97,452,32.441,12,3.08
12758,천상용섬,98,513,30.061,16,3.33
12761,돌다리,880,2106,50.838,9,1.97
12762,롤러코스터,78,244,41.489,13,2.41
12763,지각하면 안 돼,132,594,33.933,14,2.95
12764,싸지방에 간 준하,215,1168,28.031,13,3.57
12765,Balanced Diet,26,70,43.333,23,2.31
12766,지사 배정,94,315,37.008,21,2.7
12767,Ceiling Function,253,629,56.347,15,1.77
12770,Longest Rivers,11,45,42.308,25,2.36
12771,Oil,90,491,26.239,21,3.84
12773,Road Times,9,35,34.615,25,2.89
12775,String Theory,24,100,30.38,19,3.29
12776,Swap Space,42,175,33.6,17,2.98
12778,CTP공국으로 이민 가자,832,1265,77.467,5,1.29
12780,원피스,702,1401,59.847,4,1.67
12781,PIZZA ALVOLOC,393,1882,30.655,12,3.26
12782,비트 우정지수,408,852,65.595,6,1.52
12783,곱셈 게임,113,639,25.055,13,3.99
12784,인하니카 공화국,216,870,32.827,13,3.05
12785,토쟁이의 등굣길,283,1232,29.695999999999998,13,3.37
12786,INHA SUIT,187,1123,22.639,12,4.42
12788,제 2회 IUPC는 잘 개최될 수 있을까?,488,954,56.286,7,1.78
12789,도키도키 간식드리미,780,2478,39.02,7,2.57
12790,Mini Fantasy War,2423,4344,61.42,3,1.63
12792,주작 주 주작,265,1408,27.662,10,3.62
12793,블록 게임,150,1046,24.958000000000002,14,4.01
12795,반평면 땅따먹기,148,1145,26.055999999999997,20,3.84
12796,나의 행렬곱셈 답사기,350,609,65.29899999999999,9,1.53
12797,연금술,40,274,32.52,21,3.08
12801,중계 신호,15,61,26.316,24,3.8
12813,이진수 연산,1266,2587,59.773,4,1.67
12823,Critical Projects,33,124,31.429000000000002,23,3.18
12825,Next Permutation,22,76,39.286,15,2.55
