id,user,correct_cnt,level
16460,tjswn9727,111,7
16461,tamia7011,111,999
16462,chojs1996,111,999
16463,iolk1001,111,999
16464,durid,111,9
16465,taek351,111,6
16466,blank6124,111,999
16467,sqa314,111,999
16468,jangmiju01,111,999
16469,moonjs96,111,999
16470,newlsl97,111,10
16471,galaxy,111,999
16472,hsbin0523,111,999
16473,myh33,111,999
16474,jjh1634,111,999
16475,coldbrew,111,12
16476,aass1715,111,999
16477,whgusfud,111,999
16478,jihoahn,111,999
16479,qkrgmlxo17,111,10
16480,kwr0113,111,10
16481,dan0818,111,8
16482,chocodog,111,999
16483,chojh0621,111,12
16484,leejy19908036,111,999
16485,dongho1222,111,999
16486,abcdkh1209,111,3
16487,coconamy77,111,999
16488,hbee,111,999
16489,dan2kk,111,999
16490,wodus1035,111,999
16491,rnrudxo,111,11
16492,chddl94,111,999
16493,namolab,111,999
16494,yun68000,111,6
16495,terry422,111,11
16496,eogud7126,111,5
16497,joonmo_you,111,999
16498,hyungo,111,999
16499,snwo,111,999
16500,bakyj96,111,12
16501,dgandrew,111,999
16502,eomgivy1,111,999
16503,kkp403,111,999
16504,hys2rang,111,999
16505,kde6260,111,999
16506,applewebkit,111,7
16507,kln2040,111,9
16508,geobera0910,111,999
16509,goddlswon,111,999
16510,minichu,111,999
16511,leetaeyeong,111,999
16512,corya4,111,999
16513,qqwq9999,111,999
16514,duplexlinea,111,999
16515,shj20010,111,999
16516,siesta,110,999
16517,pchlruddbs,110,10
16518,unixcpu,110,999
16519,wrw1,110,9
16520,ympark99,110,999
16521,lis0517,110,9
16522,jsd0522,110,999
16523,nj298,110,999
16524,leeguddn,110,8
16525,solmaru,110,999
16526,overman475,110,999
16527,bhgd010,110,10
16528,anaccount,110,999
16529,joofocus,110,999
16530,alstj778,110,8
16531,returnwellbeing,110,999
16532,chanwlee,110,9
16533,newage,110,999
16534,als7386,110,999
16535,key4920,110,999
16536,psychopath,110,999
16537,hsw1005,110,9
16538,weslse,110,10
16539,kwonhl0211,110,6
16540,pezlunakr,110,8
16541,chl3gkdud,110,999
16542,jihunchang55,110,999
16543,lhr3257,110,999
16544,noroma,110,999
16545,cmt2059,110,999
16546,kim0724,110,10
16547,smartsjl,110,999
16548,smug201715078,110,999
16549,kimguny12,110,999
16550,isp5708,110,999
16551,4840sss,110,999
16552,gojung0101,110,999
16553,nuxlear,110,999
16554,b06to587,110,999
16555,kijh30123,110,10
16556,ruagh030,110,999
16557,sst,110,999
16558,experi_jdh,110,6
16559,myzmd,110,999
16560,indians3,110,7
16561,mak_96,110,6
16562,tommy0403,110,999
16563,tjrdud2422,110,999
16564,general,110,999
16565,parksangji,110,8
16566,qja1264,110,10
16567,wkdxorua2005,110,7
16568,dbsgmltn8964,110,999
16569,zihoyuno1,110,999
16570,geenie97,110,10
16571,tnalsgngn,110,999
16572,charm5231,110,999
16573,felixxseol,110,999
16574,hun1993,110,999
16575,adsadsadf,110,999
16576,grantzile,110,9
16577,victoryghkim,110,999
16578,joydonald1,110,999
16579,suev72,110,999
16580,yesung000,110,12
16581,enemys000,110,999
16582,dhwlgns96,110,999
16583,skyg547,110,999
16584,gwsj7036,110,8
16585,kuper0201,110,999
16586,sy930503,110,999
16587,lightning350,110,999
16588,armeve,110,999
16589,poki_off,110,10
16590,bellbro2,110,6
16591,ksci195,110,10
16592,lyl8661,110,999
16593,lshghkh,110,999
16594,ep1stas1s,110,999
16595,drk0830,110,999
16596,doyun0710,110,999
16597,ekgkrha,110,999
16598,sdmo,110,999
16599,dlrtn75,110,10
16600,kelly0829111,110,999
16601,kindate,110,999
16602,dong5854,110,999
16603,dk10101,110,12
16604,someit36,110,999
16605,alstjs1516,110,999
16606,xpfhqpfhsl,110,999
16607,arijo2123,110,8
16608,soyeon27,110,999
16609,jejuvita01,110,6
16610,whitetree,110,999
16611,yuio1126,110,11
16612,240240,110,999
16613,coderachel,110,10
16614,jins,110,999
16615,ginger,110,999
16616,netnever,110,999
16617,rida0622,110,999
16618,chung629,110,999
16619,cnddhks3395,110,999
16620,julsnutini,110,999
16621,wodnjs1000gk,110,999
16622,kenwooshim,110,10
16623,huseong2,110,999
16624,andrew1993,110,999
16625,lsngmin,110,7
16626,doomsheart,110,999
16627,ysm2107,110,999
16628,sunnymi73,110,999
16629,dlrmswn95,110,999
16630,qwe3546,110,999
16631,jinkyo1117,110,999
16632,wnsfuf0121,110,13
16633,baugh2487,110,999
16634,ojw970725,110,999
16635,answk427,110,8
16636,xorhd1324,110,999
16637,coderstone,110,999
16638,peppermint28,110,999
16639,whvksms,110,999
16640,jsgong94,110,999
16641,joingaram,110,999
16642,slave_holyscar,110,9
16643,g22206,110,999
16644,korea51920,110,999
16645,maniac,110,999
16646,dmz2080,110,999
16647,wlghd28,110,999
16648,si_a,110,7
16649,amos_doan,110,999
16650,knojun612,110,999
16651,cjs597,110,11
16652,yw1221,110,8
16653,2011305026,110,999
16654,ydk7819,110,999
16655,young0609,110,11
16656,12161542,110,12
16657,alswk102,110,999
16658,gaegul04,110,999
16659,yubhop,110,999
16660,kij1742,110,9
16661,hwahn416,110,8
16662,dorlaos,110,999
16663,jongwanhong,110,999
16664,529,110,999
16665,mypower300,110,999
16666,woojinhwang,110,9
16667,kghkdu7,110,999
16668,nbpryun,110,999
16669,bestchoi,110,999
16670,pkmarin,110,999
16671,rvalue,110,999
16672,importamt,110,999
16673,flwpsem,110,999
16674,hyeon0528,110,12
16675,popcon9424,110,999
16676,yhkwon0817,110,999
16677,ygyg331,110,999
16678,park18,110,9
16679,youngxpepp,110,13
16680,namh960110,110,3
16681,melonandham,110,999
16682,power1515063,110,999
16683,hoon8810,110,999
16684,wlghd10,110,999
16685,hiw6352,110,999
16686,cathy192,110,10
16687,kazyav,110,999
16688,tylee510,110,999
16689,gjwjddbsg,110,999
16690,hwlee0306,110,999
16691,kss0712,110,999
16692,muchogusto,110,999
16693,hawkbreaker,109,999
16694,studyhan98,109,6
16695,hyggdr13,109,999
16696,jw601765,109,0
16697,monc2170,109,999
16698,exode2,109,999
16699,psb9929,109,999
16700,zeju00,109,7
16701,aspomn1973,109,999
16702,nerhwida,109,8
16703,kiosk099,109,0
16704,leejs8266,109,2
16705,qkrxowls7777,109,999
16706,capella87,109,999
16707,lyradortiz913,109,11
16708,wjsquddn,109,999
16709,sjlee1218,109,999
16710,kingzard,109,999
16711,jun97y,109,9
16712,pch941012,109,999
16713,besteagles,109,999
16714,dhk1349,109,9
16715,naraemirae9,109,999
16716,u_u,109,999
16717,praha0518,109,999
16718,gabea2000,109,7
16719,vielspass,109,999
16720,wldn0202,109,2
16721,altna,109,999
16722,wookdoop2,109,999
16723,7illume_21,109,10
16724,kciter,109,7
16725,sogogibeef,109,999
16726,jingyu,109,999
16727,firebird,109,10
16728,won4113,109,999
16729,sunflower_shin,109,8
16730,luckyoo84,109,12
16731,wooooooogi,109,999
16732,dudlsgh12,109,999
16733,dgleee,109,999
16734,indam94,109,999
16735,surfing2003,109,11
16736,jungdahee010,109,10
16737,potatooftaebaek,109,8
16738,td1702,109,9
16739,bluedays000,109,999
16740,smug201811153,109,999
16741,sskk713,109,10
16742,moonzzang77,109,999
16743,kimse9450,109,999
16744,nyanyanya,109,999
16745,hillofsky,109,999
16746,kjy8967,109,999
16747,magicarpet04,109,6
16748,js7744,109,9
16749,nowniz93,109,999
16750,apeach1,109,5
16751,nkmg,109,12
16752,syn5867,109,999
16753,boolks,109,10
16754,chanho0912,109,12
16755,qkrgusdk110,109,999
16756,513sojin,109,999
16757,tkfdkskarl56,109,999
16758,usetopia,109,999
16759,vinivin153,109,10
16760,myomyo19_c,109,999
16761,qock6563,109,999
16762,hsm63746244,109,999
16763,hinata56,109,999
16764,sheepeatlion,109,999
16765,5d5ng,109,9
16766,hogi0921,109,10
16767,fjrdud,109,8
16768,slpkite108,109,999
16769,woohyungcho,109,999
16770,wbo1026,109,9
16771,akj0426,109,12
16772,swkim12345,109,8
16773,t11y04,109,999
16774,alwls0100,109,999
16775,rebirth0116,109,7
16776,sungho0830,109,999
16777,owoing,109,999
16778,qmqel1,109,0
16779,ads29,109,999
16780,yuchan0629,109,999
16781,andy0011,109,9
16782,guichanist,109,999
16783,ejc0628,109,999
16784,ljww123,109,999
16785,justkoi,109,999
16786,cing93,109,999
16787,deveun,109,999
16788,peptu17,109,999
16789,cachij,109,10
16790,kch8887,109,999
16791,choa0707,109,999
16792,hope9405,109,13
16793,tgu06222,109,999
16794,hl9355,109,999
16795,kyle456,109,11
16796,qkrehddn2132,109,999
16797,pitit,109,999
16798,wlgjs8,109,11
16799,han9119693,109,10
16800,minsu12345,109,999
16801,theo5970,109,9
16802,buttsmell,109,10
16803,njhsm,109,999
16804,donald010,109,5
16805,tlsgpwl1234,109,999
16806,triplet02,109,11
16807,cottontailteemo,109,999
16808,leedy903,109,5
16809,cjw4690,109,999
16810,imsosleepy,109,999
16811,stature_lee,109,12
16812,wortgg,109,999
16813,susemee,109,11
16814,codeonwort,109,999
16815,kosta_jn_94,109,999
16816,songjun5711,109,999
16817,jangmin0907,109,999
16818,jisong,109,999
16819,jkrhtnadl,109,999
16820,0529khw,109,999
16821,k31p,109,999
16822,anjimmy,109,999
16823,codingperson,109,9
16824,linuxias,109,999
16825,skymin93,109,999
16826,shop6433,109,2
16827,jiho527,109,5
16828,sslove,109,12
16829,adios5700,109,999
16830,jaeyoungjae,109,999
16831,uugg2922,109,999
16832,Riddler,109,8
16833,absoluteyun,109,10
16834,bumi,109,999
16835,franz96,109,999
16836,sum_in97,109,999
16837,petere123,109,999
16838,qsc576,109,999
16839,wka8963,109,8
16840,quddls5687,109,999
16841,hsm09,109,999
16842,qoohk,109,999
16843,inhyuk944,109,999
16844,dlwkdgjs,109,999
16845,dua9920,109,11
16846,dudejr5839,109,9
16847,djangorian,109,999
16848,view7186,109,8
16849,qpwo123,109,999
16850,style8914,109,999
16851,cantorthm,109,999
16852,sam165,109,999
16853,wan088,109,999
16854,wltn2814,109,9
16855,sudocodon,109,999
16856,kym1924,109,12
16857,cjsong,109,999
16858,jsh0508,109,999
16859,odoetr,109,999
16860,chrishoho,109,999
16861,pscheol,109,4
16862,lucete171,109,999
16863,rudvy9,109,999
16864,key05190,109,999
16865,sjaqjwor,109,999
16866,gang5991,109,999
16867,soonuu,108,999
16868,kys02,108,0
16869,qhwhehwh2,108,10
16870,imnct0805,108,999
16871,mandamon,108,8
16872,tpqms7,108,999
16873,wlsgh7608,108,9
16874,xhodingsamm,108,10
16875,pkh31337,108,10
16876,konho3,108,11
16877,ksmin95,108,999
16878,leejunho,108,999
16879,min000,108,999
16880,mayilikeu,108,999
16881,pak7514,108,999
16882,onetwo,108,999
16883,gugu041118,108,0
16884,smk1826,108,10
16885,phanie1124,108,999
16886,park3three,108,999
16887,skygl,108,999
16888,redtree941,108,999
16889,cerisehill,108,999
16890,dhsong,108,9
16891,janggun03,108,7
16892,solved12,108,7
16893,jjy00221,108,999
16894,toriv,108,999
16895,dreame_99,108,999
16896,sky964248,108,999
16897,tjsehgk,108,8
16898,angel3907,108,999
16899,striderade,108,7
16900,dirkpark,108,999
16901,dmb05170,108,9
16902,sck07010,108,999
16903,qkrtk27,108,9
16904,tkdqja8,108,8
16905,dja61,108,8
16906,esahn97,108,9
16907,sk114b200,108,999
16908,fjavxz97,108,999
16909,xodudwkd,108,999
16910,jsoi0715,108,9
16911,jungkees,108,999
16912,yesredpig,108,999
16913,nerdooit,108,999
16914,freezings,108,9
16915,noname129,108,4
16916,rjl,108,999
16917,znthlz,108,999
16918,jun097kim,108,999
16919,printer909,108,999
16920,gwangregi,108,999
16921,kevinshin123,108,999
16922,kuckjwi,108,999
16923,myp7,108,999
16924,auddms,108,7
16925,jihan1008,108,999
16926,imsrhs60l,108,999
16927,gcjang90,108,999
16928,asutd,108,999
16929,siya0126,108,999
16930,kmw0708,108,999
16931,dolphine103,108,2
16932,hjk2123,108,999
16933,zoonvivor,108,999
16934,dcryu7287,108,11
16935,ksusuyeon,108,999
16936,justover,108,8
16937,lottaup,108,999
16938,hysm920,108,9
16939,sein4037,108,10
16940,sigma13,108,12
16941,jso109817,108,999
16942,noplayer40600,108,10
16943,rlaqjatn17,108,1
16944,tnsrb486,108,8
16945,god04231,108,999
16946,jm3128,108,999
16947,bseunghoon,108,999
16948,hhz2000,108,6
16949,img1,108,999
16950,sygnificant,108,999
16951,hyexkim,108,2
16952,yeo7167,108,999
16953,ckhe1215,108,9
16954,cmseo129,108,999
16955,mjjung,108,10
16956,qkrqjatn1324,108,11
16957,kwonk123,108,999
16958,yoseong92,108,999
16959,at8in,108,9
16960,ontop,108,999
16961,tngus1140,108,6
16962,gustjs2080,108,999
16963,kdy8893,108,999
16964,kj980926,108,999
16965,wjd5126,108,999
16966,talesajs,108,999
16967,pdm001125,108,999
16968,tony5035,108,999
16969,vail131,108,9
16970,dev_moon,108,13
16971,go9018,108,999
16972,mingyu3475,108,999
16973,tuilte,108,999
16974,ahu8867,108,999
16975,notoonull,108,999
16976,ss1064wp,108,999
16977,star007686,108,9
16978,hvho1119,108,999
16979,songjihoo,108,999
16980,wjdakstjd123,108,999
16981,shs395,108,999
16982,marooo,108,999
16983,qkr0107,108,999
16984,sion9262,108,999
16985,developlee20,108,9
16986,rucy007,108,999
16987,csewook17,108,11
16988,dwhylee,108,999
16989,mk0324,108,999
16990,shji023,108,11
16991,zaitplan,108,999
16992,seonbi_g,108,13
16993,sdc9141,108,999
16994,chahyon21,108,10
16995,rlcjs131,108,3
16996,inghyunho,108,999
16997,hwkim0325,108,999
16998,gnl0529,108,999
16999,tiger6278,108,999
17000,wofhdjxor,108,10
17001,remge007,108,11
17002,seyhu2000,108,999
17003,darkq1,108,999
17004,cbw0916,108,999
17005,esara2021,108,999
17006,jun080726,108,999
17007,here9931,108,999
17008,bwrw2347,108,999
17009,pjw9195,108,11
17010,k1smet,108,6
17011,his9989,108,999
17012,astrobkk,108,3
17013,oldbook,108,999
17014,prgohn,108,6
17015,hj9720,108,999
17016,psw516,108,999
17017,dldudgh0621,108,999
17018,semistone222,108,999
17019,minnaldo,108,999
17020,sally0226,108,10
17021,storymale,108,999
17022,okjwoo,108,999
17023,ajw1104,108,11
17024,belloyv,108,999
17025,bci3536,108,999
17026,icyou,108,999
17027,jws0324,108,11
17028,gusqls904,108,999
17029,roykim,108,999
17030,tjrdud5136,108,999
17031,hgenie14,108,999
17032,ymin1103,108,10
17033,suhostar,108,999
17034,gotqlc147,108,10
17035,serious,108,999
17036,jswboseok,108,8
17037,yaru001,108,999
17038,sjuhee97,108,12
17039,kwag93,108,-1
17040,dicebookworm,108,6
17041,cdh3261,108,999
17042,godboy121,108,999
17043,plan9134,108,999
17044,seojiyu1113,108,999
17045,hjk0553,108,999
17046,duruu841,107,6
17047,skystar007,107,999
17048,bin_zip,107,999
17049,gogosajang,107,999
17050,ohho0728,107,999
17051,khw160929,107,999
17052,neurowhai,107,9
17053,scds0326,107,999
17054,javakjh,107,999
17055,gitbash,107,999
17056,kdg815733,107,999
17057,sap03110,107,999
17058,0814owl,107,7
17059,khyunchoi,107,999
17060,qhrmfqhrmf05,107,999
17061,csew123,107,999
17062,swlee3722,107,0
17063,fermion,107,9
17064,smug201811152,107,999
17065,jhyun9230,107,999
17066,junelazy,107,999
17067,rbcks07,107,999
17068,skap0329,107,999
17069,ysa8497,107,8
17070,juliamo,107,0
17071,hunesun,107,999
17072,dbsgml1672,107,5
17073,ryansong1326,107,999
17074,vhtmflzhs,107,999
17075,siu1228,107,999
17076,irerin07,107,999
17077,yeren6933,107,11
17078,dark6ro,107,999
17079,everybody_wants_me,107,999
17080,reliuria,107,999
17081,qhdud3100,107,8
17082,kth3276,107,999
17083,sinchy02,107,999
17084,jae_u,107,1
17085,kdh424,107,999
17086,burning64,107,999
17087,go1412c,107,9
17088,magnustia,107,7
17089,ckdgns0130,107,999
17090,critical123,107,6
17091,khw9421,107,999
17092,cacosoda,107,999
17093,chaejm55,107,9
17094,domaumr,107,999
17095,tlsrbwls999,107,7
17096,khtt1222,107,7
17097,ksh060223,107,6
17098,sanminutes,107,7
17099,ssong22,107,999
17100,yun0522,107,999
17101,6v6,107,999
17102,leejiwoo2002,107,999
17103,mhwan,107,13
17104,gnsdyd12,107,9
17105,juny0222,107,999
17106,hy2930hy,107,999
17107,hoi145,107,999
17108,yeop22,107,11
17109,joety4,107,999
17110,lamoshalt811,107,999
17111,2364ohkj,107,999
17112,j3322814,107,999
17113,op032,107,10
17114,stell0619,107,999
17115,h18,107,999
17116,whgusqls007,107,999
17117,lsy931106,107,4
17118,morningstar9047,107,999
17119,otu165,107,999
17120,qkrwns1714,107,20
17121,hyerang0125,107,9
17122,piasi06,107,999
17123,gnocchi,107,9
17124,swiss,107,999
17125,codpot,107,999
17126,pbjsecurity,107,999
17127,anfro2200,107,7
17128,jok01212,107,999
17129,humble_park,107,999
17130,chunsh02,107,999
17131,jack8226,107,9
17132,june24,107,999
17133,rnqhstmd3103,107,10
17134,standingash,107,7
17135,adf0333,107,13
17136,codehopper,107,999
17137,shining8543,107,11
17138,dlwogus401,107,10
17139,qkrwoghd2000,107,999
17140,identifyid97,107,999
17141,leef7002,107,999
17142,siyoung1212,107,999
17143,craftydragon678,107,9
17144,mandookang,107,999
17145,gutlr3034,107,9
17146,mkyoung98,107,4
17147,sunming,107,999
17148,tjskduf12,107,999
17149,secret_friend,107,999
17150,hbigman,107,999
17151,kenocis9,107,999
17152,dltnwls8751,107,999
17153,ngh1223,107,999
17154,yongyo,107,999
17155,ssam,107,999
17156,yso8296,107,6
17157,sungjun12,107,999
17158,dnguddl9436,107,9
17159,looky5,107,7
17160,over210m,107,999
17161,kargo95,107,999
17162,helloking1234567890,107,11
17163,yncdev,107,999
17164,chb1022,107,999
17165,ys03074,107,999
17166,hgh930,107,4
17167,kimhecan,107,8
17168,skmbkang,107,999
17169,sb9212,107,999
17170,wwaa456,107,999
17171,chash95,107,999
17172,dkwjdi,107,12
17173,kwang1239,107,5
17174,snowscale,107,999
17175,qowls241,107,999
17176,kjhmd9726,107,999
17177,jupiterbjy,107,999
17178,dnjsehddus120,107,11
17179,likebluesky,107,12
17180,oiehso0,107,12
17181,asksb0408,107,999
17182,ptm0304,107,13
17183,rdmbounder,107,13
17184,ieejo716,107,8
17185,timidlion,107,10
17186,hannn,107,8
17187,honeyforce,107,999
17188,kyuzu123123,107,8
17189,egkty1004,107,4
17190,guseod24,107,999
17191,yannnju,107,8
17192,c92921,107,999
17193,junan146,107,999
17194,iris0126,107,999
17195,jmkabc31,107,9
17196,lovelyoverflow,107,999
17197,selkking2,107,999
17198,zzamny1013,107,11
17199,smc3534,107,999
17200,cmuks2,107,999
17201,tjcksdud0221,107,999
17202,beaneyes,107,999
17203,tktj12,107,9
17204,sch804,107,8
17205,straycatmm,107,999
17206,endinblue,107,999
17207,cheol1201kr,107,999
17208,jyeon0027,107,999
17209,dldnjswo19,107,999
17210,others,107,999
17211,ssh9234,107,999
17212,jungsun0427,107,999
17213,iamwooki,107,999
17214,rkdtks5122,107,8
17215,pjy_92,107,999
17216,xyzzy_shift,107,999
17217,mainea,107,11
17218,8uu8uu,107,999
17219,tpal508,107,999
17220,choi1036mk,107,12
17221,kxmjhwn,107,999
17222,cr3ux53c,107,999
17223,i792318,107,9
17224,leesr23,107,999
17225,tuuuuuuuna,107,999
17226,xotmd17,107,999
17227,lsg1213,107,999
17228,sekyu9,107,999
17229,coding_novice,107,999
17230,kr2748,107,999
17231,wnalstjf,107,999
17232,rbsk0411,107,4
17233,siwonhae,107,6
17234,cyw8842,107,999
17235,sohyun4283,107,999
17236,ibolbk,107,999
17237,eightco,107,999
17238,bllopi123,107,12
17239,jjuk93,107,4
17240,eastbright,107,13
17241,seunghwanmun,107,5
17242,allowgo,107,999
17243,oopar2,107,999
17244,sik2058,107,999
17245,mbc0481,107,999
17246,lov4e3,107,13
17247,godaegee,107,10
17248,bintok2580,107,999
17249,duk0669,107,999
17250,nicediver,107,10
17251,ccc4478,107,999
17252,omniverse186,107,999
17253,ssson89,107,999
17254,tkaltk321,107,14
17255,thgus4545,107,999
17256,leeminh516,107,999
17257,keylook2,107,999
17258,thekey1027,106,7
17259,jose_carioca,106,8
17260,rud13021,106,999
17261,horannabi,106,999
17262,leegeon,106,999
17263,kds07231,106,999
17264,hyunsoo010916,106,2
17265,shshrdl,106,7
17266,smsh0722,106,9
17267,dldmsvy1010,106,999
17268,kmj051021,106,999
17269,ap3334,106,9
17270,wizlong79,106,4
17271,woobamdangnot,106,999
17272,jys9704,106,11
17273,happysmile2264,106,999
17274,dbstjwns9278,106,5
17275,powerseunghun,106,999
17276,spkwk,106,999
17277,zpo07050,106,999
17278,hozero95,106,999
17279,cksgnl74,106,9
17280,hash1018,106,999
17281,qooktree,106,999
17282,peardanny,106,999
17283,kimkinam1118,106,4
17284,ruan2918,106,999
17285,tarisko,106,999
17286,starriniu,106,5
17287,gandi0330,106,9
17288,jes5918,106,8
17289,hurjh159,106,999
17290,youna_3515,106,8
17291,hallazzang,106,999
17292,hongzda,106,9
17293,yoonjungjoon,106,999
17294,asterisk120,106,999
17295,dlthddms,106,999
17296,hayangblue,106,999
17297,sturtle333,106,8
17298,godnes628,106,9
17299,corhydrae,106,999
17300,kms3252,106,999
17301,ukly,106,7
17302,ssol0319,106,7
17303,tuyeon,106,999
17304,magichat116,106,999
17305,sgdhk,106,8
17306,robertoheo,106,999
17307,yeye115,106,999
17308,jjo0936,106,999
17309,sbkwon4798,106,999
17310,eodud9866,106,999
17311,gltm,106,999
17312,yerin6860,106,999
17313,jhoijune,106,12
17314,bgb10,106,8
17315,bogeum0916,106,999
17316,fox12395,106,999
17317,kyeonsoo26,106,999
17318,ttjdqls,106,999
17319,heewoo1137,106,18
17320,jjeoi,106,999
17321,zhfxmtkachdt,106,999
17322,akwkek11,106,10
17323,junior209,106,999
17324,orora5411,106,11
17325,loark0019,106,999
17326,oli1126,106,999
17327,thsong10,106,999
17328,yminn13,106,999
17329,ggstone,106,11
17330,bjlee91,106,999
17331,akvk98,106,10
17332,ddpghgg,106,999
17333,hwhale,106,999
17334,wolfi,106,7
17335,whddk4415,106,13
17336,starmie,106,999
17337,cys05033,106,999
17338,jsh05042,106,999
17339,ilredian,106,999
17340,k3choi,106,999
17341,snstfka02,106,8
17342,tnehd159,106,9
17343,mckim0408,106,999
17344,chanchanhwan,106,999
17345,juno6863,106,999
17346,qkrsudwns,106,999
17347,rnska96,106,7
17348,kjg9704,106,12
17349,ja9687,106,999
17350,jhy7547,106,11
17351,dada10,106,999
17352,giho5374,106,999
17353,crystalhwang,106,999
17354,junstrong,106,10
17355,shsohn,106,999
17356,wodudfox,106,15
17357,harryandws,106,999
17358,tongdong,106,9
17359,sunghun0419,106,11
17360,tjdgus4563,106,7
17361,welq2st,106,999
17362,dreamkhb,106,999
17363,duetyslee,106,999
17364,nomelancholy,106,4
17365,smart021,106,999
17366,kjg123kg,106,999
17367,gksrbtjd5001,106,9
17368,seowj95,106,13
17369,newckdgns,106,11
17370,mjkim0417,106,999
17371,21supersoo,106,999
17372,cho0h5,106,9
17373,clair,106,999
17374,hhw3287,106,999
17375,kangmin5505,106,999
17376,jij7401,106,10
17377,wlsduq37,106,999
17378,qkskskdndb,106,999
17379,dydtns9815,106,999
17380,rainsection,106,999
17381,tempo001,106,999
17382,edwinpark,106,8
17383,trick,106,999
17384,kkb1006b,106,999
17385,jaesunggg2,106,999
17386,kdy162424,106,999
17387,gmlxo3313,106,999
17388,dlmin,106,10
17389,jgd0948,106,999
17390,start31,106,999
17391,gigafire99,106,999
17392,lockandlock1,106,999
17393,suho3997,106,999
17394,ycw1879,106,11
17395,win100477,106,11
17396,lee92256,106,999
17397,mj12mj04,106,5
17398,yjm1104,106,5
17399,brackdog1,106,999
17400,sl3895,106,9
17401,nopp2000,106,9
17402,franz_straven,106,10
17403,dlekdbs,106,10
17404,hsmint,106,999
17405,kimwoo0001,106,999
17406,yeongbeul,106,999
17407,sjdksi125,106,11
17408,sjins0127,106,14
17409,liz09045,106,8
17410,hhaa9876,106,3
17411,kora1492,106,999
17412,leaping19,106,9
17413,luxs1t,106,999
17414,elensar92,106,999
17415,ysh4726,106,999
17416,dohyunll,106,999
17417,jaehooni,106,999
17418,whdqor00,106,999
17419,khy7181,106,11
17420,forec0516,106,999
17421,main_3343,106,999
17422,flznsha,106,999
17423,yjlee270,106,999
17424,ehdddnr2830,106,8
17425,lshy,106,999
17426,acrane,106,13
17427,upup1810,106,999
17428,ekthadl40,106,999
17429,ith13579,106,999
17430,hyukiss486,106,999
17431,mintai01,106,10
17432,grainpowder,106,999
17433,sprae114,106,9
17434,celeste13,106,999
17435,jy0935,106,10
17436,nayeong_ee,106,4
17437,bosuksh,106,999
17438,human00024,106,6
17439,dhkdghehfdl,106,3
17440,qza012,106,999
17441,kmathl96,106,11
17442,teepij,106,999
17443,alvin11,106,999
17444,jaeami,106,6
17445,candle0728,106,999
17446,gmssla,106,999
17447,banggeut,106,999
17448,fedy,106,999
17449,xogns09,106,999
17450,wlehwjdgh,106,999
17451,robin0108,106,7
17452,chan8149,106,11
17453,qkqkaqk93,106,999
17454,seulseul627,106,999
17455,itshighnoon,106,999
17456,gyw8526,106,999
17457,zmrdltl,106,999
17458,ddsdad,106,999
17459,pyw5420,106,11
17460,jewel1609,106,999
17461,popuur,106,999
17462,doubleu,106,999
17463,gustn249,106,999
17464,michelle8781,106,7
17465,sum344,106,999
17466,gksqlsgg,106,999
17467,happiness0110,106,999
17468,rlawjdghek,106,999
17469,seojihwan213,106,12
17470,cousim46,106,4
17471,sychoi0516,106,11
17472,so98le,106,999
17473,rhkdsus0920,106,999
17474,smeil123,106,12
17475,z1x2c3,106,999
17476,lunalik,106,999
17477,din,106,999
17478,dlgus2383,106,999
17479,defflee,106,999
17480,ms0834,106,999
17481,tjdrnjse,106,999
17482,nakim1215,106,999
17483,byungkyu,106,19
17484,pnmsegwyd,106,10
17485,dongjea4,106,12
17486,haepen1,106,999
17487,loglog3,106,11
17488,alpacaparker,106,10
17489,woodcook486,106,999
17490,yunseong3736,105,8
17491,celeist666,105,999
17492,gwange,105,999
17493,eo4ie7e,105,999
17494,heeyomi,105,999
17495,bkkim0426,105,999
17496,greentec,105,4
17497,arrive,105,8
17498,mrnglory,105,6
17499,qkrtkdgk2,105,999
17500,kimmjieun,105,9
17501,kko1234,105,999
17502,wowns0114,105,7
17503,jkjeong,105,999
17504,jws,105,999
17505,vetsoftware,105,9
17506,jb602842,105,999
17507,fourthcow,105,999
17508,rudus1012,105,11
17509,tlqwkrk4471,105,999
17510,eeeeoooo,105,8
17511,jieun21124,105,999
17512,s_coding,105,6
17513,tnquddl123,105,999
17514,daraz,105,999
17515,jox1234,105,999
17516,aysul0,105,9
17517,duckdal59,105,999
17518,lexshinil,105,999
17519,beaker,105,999
17520,jjz151,105,10
17521,summerdepression,105,999
17522,dragonmk,105,999
17523,oceana57,105,6
17524,edenjint3927,105,999
17525,hy1392,105,3
17526,dotoryeee,105,999
17527,ksy123,105,11
17528,magnoliaursus,105,999
17529,erny,105,999
17530,qkswo,105,13
17531,98sjin,105,10
17532,delicatesephin,105,999
17533,gracelee,105,12
17534,dejoker,105,7
17535,choihs0924,105,8
17536,jswself,105,5
17537,wldnjs9645,105,3
17538,wsw226,105,999
17539,pdg102,105,999
17540,yjin3012,105,999
17541,tmdals016,105,4
17542,zz00800,105,999
17543,hmr,105,999
17544,appol2254,105,7
17545,fred16157,105,9
17546,akals06,105,999
17547,yoonjeewoo,105,999
17548,ahe367,105,999
17549,ehdtjs3694,105,999
17550,batsy_22,105,9
17551,shghagen,105,9
17552,ssjwon23,105,7
17553,wjdtpwhd,105,10
